Table with column headers in rows 3 and 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2024 Poverty and Median Household Income Estimates - Counties, States, and National
Source: U.S. Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program January 2026, Project No. P-7502872 / Approval CBDRB-FY25-0429.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Information,,,,All Ages,,,,,,Age 0-17,,,,,,Age 5-17 in Families,,,,,,Median Household Income,,,Age 0-4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
29,039,MO,Cedar County,"2,430","1,867","2,993",16.5,12.7,20.3,848,572,"1,124",23.2,15.6,30.8,632,408,856,24.5,15.8,33.2,"53,079","47,080","59,078",.,.,.,.,.,.
29,041,MO,Chariton County,836,631,"1,041",11.7,8.8,14.6,236,157,315,14.0,9.3,18.7,173,107,239,13.4,8.2,18.6,"68,312","61,625","74,999",.,.,.,.,.,.
29,043,MO,Christian County,"7,654","6,108","9,200",8.0,6.4,9.6,"2,078","1,441","2,715",9.0,6.2,11.8,"1,459",936,"1,982",8.3,5.3,11.3,"81,892","75,096","88,688",.,.,.,.,.,.
29,045,MO,Clark County,893,676,"1,110",13.7,10.4,17.0,303,203,403,20.1,13.5,26.7,227,143,311,20.5,12.9,28.1,"59,565","52,608","66,522",.,.,.,.,.,.
29,047,MO,Clay County,"23,262","20,621","25,903",8.9,7.9,9.9,"5,676","4,497","6,855",9.6,7.6,11.6,"3,749","2,762","4,736",8.5,6.3,10.7,"88,044","83,508","92,580",.,.,.,.,.,.
29,049,MO,Clinton County,"2,022","1,560","2,484",9.5,7.3,11.7,555,376,734,11.4,7.7,15.1,398,254,542,10.9,6.9,14.9,"78,703","70,462","86,944",.,.,.,.,.,.
29,051,MO,Cole County,"7,020","5,443","8,597",9.6,7.4,11.8,"1,891","1,285","2,497",11.5,7.8,15.2,"1,375",903,"1,847",11.1,7.3,14.9,"75,881","70,060","81,702",.,.,.,.,.,.
29,053,MO,Cooper County,"1,899","1,491","2,307",11.6,9.1,14.1,517,364,670,14.2,10.0,18.4,378,254,502,14.1,9.5,18.7,"73,980","69,644","78,316",.,.,.,.,.,.
29,055,MO,Crawford County,"3,389","2,649","4,129",15.1,11.8,18.4,"1,014",692,"1,336",21.1,14.4,27.8,724,460,988,20.2,12.8,27.6,"59,081","54,343","63,819",.,.,.,.,.,.
29,057,MO,Dade County,"1,001",760,"1,242",13.5,10.3,16.7,272,181,363,18.2,12.1,24.3,201,127,275,17.4,11.0,23.8,"56,747","50,426","63,068",.,.,.,.,.,.
29,059,MO,Dallas County,"3,000","2,370","3,630",17.0,13.4,20.6,898,596,"1,200",21.8,14.5,29.1,577,333,821,19.3,11.1,27.5,"53,767","47,429","60,105",.,.,.,.,.,.
29,061,MO,Daviess County,"1,144",878,"1,410",13.7,10.5,16.9,417,286,548,20.1,13.8,26.4,285,180,390,19.1,12.1,26.1,"63,306","57,728","68,884",.,.,.,.,.,.
29,063,MO,DeKalb County,"1,045",790,"1,300",11.5,8.7,14.3,272,178,366,13.0,8.5,17.5,197,120,274,12.5,7.6,17.4,"64,148","56,738","71,558",.,.,.,.,.,.
29,065,MO,Dent County,"2,096","1,564","2,628",14.4,10.7,18.1,634,400,868,19.6,12.4,26.8,458,268,648,18.9,11.1,26.7,"54,798","49,551","60,045",.,.,.,.,.,.
29,067,MO,Douglas County,"2,162","1,706","2,618",17.8,14.0,21.6,650,440,860,23.1,15.7,30.5,493,323,663,23.7,15.5,31.9,"47,781","42,841","52,721",.,.,.,.,.,.
29,069,MO,Dunklin County,"6,654","5,633","7,675",25.4,21.5,29.3,"2,393","1,857","2,929",34.9,27.1,42.7,"1,675","1,230","2,120",33.0,24.2,41.8,"47,022","41,848","52,196",.,.,.,.,.,.
29,071,MO,Franklin County,"9,527","7,659","11,395",9.0,7.2,10.8,"2,290","1,572","3,008",10.0,6.9,13.1,"1,688","1,107","2,269",9.8,6.4,13.2,"75,569","69,249","81,889",.,.,.,.,.,.
29,073,MO,Gasconade County,"1,747","1,383","2,111",12.1,9.6,14.6,440,307,573,15.1,10.5,19.7,323,215,431,14.8,9.9,19.7,"63,921","57,108","70,734",.,.,.,.,.,.
29,075,MO,Gentry County,852,675,"1,029",13.8,10.9,16.7,318,226,410,19.5,13.8,25.2,240,162,318,19.5,13.2,25.8,"59,821","53,422","66,220",.,.,.,.,.,.
29,077,MO,Greene County,"31,304","26,792","35,816",10.5,9.0,12.0,"7,169","5,038","9,300",11.7,8.2,15.2,"4,870","3,228","6,512",10.8,7.2,14.4,"66,286","63,801","68,771",.,.,.,.,.,.
29,079,MO,Grundy County,"1,584","1,227","1,941",16.8,13.0,20.6,630,437,823,26.0,18.1,33.9,454,303,605,25.6,17.1,34.1,"52,924","48,522","57,326",.,.,.,.,.,.
29,081,MO,Harrison County,"1,287",996,"1,578",15.9,12.3,19.5,448,307,589,23.7,16.2,31.2,330,217,443,22.9,15.1,30.7,"55,569","49,275","61,863",.,.,.,.,.,.
29,083,MO,Henry County,"3,216","2,554","3,878",14.4,11.4,17.4,969,692,"1,246",19.8,14.1,25.5,667,438,896,18.5,12.2,24.8,"57,409","51,778","63,040",.,.,.,.,.,.
29,085,MO,Hickory County,"1,372","1,048","1,696",16.0,12.2,19.8,393,258,528,25.7,16.8,34.6,292,178,406,26.7,16.3,37.1,"52,694","47,649","57,739",.,.,.,.,.,.
29,087,MO,Holt County,526,401,651,12.7,9.7,15.7,137,92,182,15.7,10.5,20.9,99,62,136,15.1,9.4,20.8,"65,650","59,521","71,779",.,.,.,.,.,.
29,089,MO,Howard County,"1,050",790,"1,310",11.2,8.4,14.0,286,186,386,13.6,8.8,18.4,194,115,273,12.3,7.3,17.3,"60,980","54,667","67,293",.,.,.,.,.,.
29,091,MO,Howell County,"7,434","6,129","8,739",18.6,15.3,21.9,"2,251","1,643","2,859",23.9,17.5,30.3,"1,536","1,009","2,063",21.4,14.1,28.7,"50,137","45,321","54,953",.,.,.,.,.,.
29,093,MO,Iron County,"1,657","1,288","2,026",18.2,14.2,22.2,475,322,628,24.5,16.6,32.4,360,235,485,24.8,16.2,33.4,"48,448","44,172","52,724",.,.,.,.,.,.
29,095,MO,Jackson County,"102,524","92,730","112,318",14.3,12.9,15.7,"30,971","26,394","35,548",19.0,16.2,21.8,"19,108","15,219","22,997",16.0,12.7,19.3,"70,661","68,308","73,014",.,.,.,.,.,.
29,097,MO,Jasper County,"16,776","13,789","19,763",13.5,11.1,15.9,"4,990","3,542","6,438",16.7,11.9,21.5,"3,344","2,225","4,463",15.2,10.1,20.3,"62,016","57,817","66,215",.,.,.,.,.,.
29,099,MO,Jefferson County,"21,343","18,262","24,424",9.3,8.0,10.6,"5,526","4,399","6,653",11.1,8.8,13.4,"3,982","3,148","4,816",10.6,8.4,12.8,"86,073","81,386","90,760",.,.,.,.,.,.
29,101,MO,Johnson County,"6,196","4,867","7,525",11.8,9.3,14.3,"1,588","1,128","2,048",12.9,9.2,16.6,"1,132",770,"1,494",12.8,8.7,16.9,"68,188","61,628","74,748",.,.,.,.,.,.
29,103,MO,Knox County,539,400,678,14.7,10.9,18.5,189,122,256,22.4,14.4,30.4,137,81,193,23.1,13.7,32.5,"56,319","50,088","62,550",.,.,.,.,.,.
29,105,MO,Laclede County,"5,390","4,305","6,475",14.9,11.9,17.9,"1,720","1,204","2,236",19.6,13.7,25.5,"1,138",728,"1,548",17.5,11.2,23.8,"58,327","52,931","63,723",.,.,.,.,.,.
29,107,MO,Lafayette County,"3,201","2,480","3,922",9.7,7.5,11.9,899,597,"1,201",12.1,8.0,16.2,645,407,883,11.7,7.4,16.0,"74,488","67,521","81,455",.,.,.,.,.,.
29,109,MO,Lawrence County,"4,862","3,811","5,913",12.6,9.9,15.3,"1,475",920,"2,030",15.1,9.4,20.8,"1,035",586,"1,484",14.4,8.2,20.6,"62,434","56,823","68,045",.,.,.,.,.,.
29,111,MO,Lewis County,"1,190",892,"1,488",13.4,10.0,16.8,314,206,422,15.6,10.2,21.0,221,134,308,14.4,8.8,20.0,"66,006","59,180","72,832",.,.,.,.,.,.
29,113,MO,Lincoln County,"5,140","4,028","6,252",7.9,6.2,9.6,"1,527","1,054","2,000",9.6,6.6,12.6,"1,048",682,"1,414",9.0,5.9,12.1,"93,517","88,075","98,959",.,.,.,.,.,.
29,115,MO,Linn County,"1,418","1,054","1,782",12.1,9.0,15.2,489,311,667,18.0,11.4,24.6,350,202,498,17.3,10.0,24.6,"57,520","53,432","61,608",.,.,.,.,.,.
29,117,MO,Livingston County,"1,887","1,480","2,294",14.3,11.2,17.4,540,377,703,17.4,12.1,22.7,389,257,521,16.8,11.1,22.5,"62,122","55,942","68,302",.,.,.,.,.,.
29,119,MO,McDonald County,"4,284","3,461","5,107",18.0,14.5,21.5,"1,388",963,"1,813",23.4,16.2,30.6,960,610,"1,310",22.1,14.1,30.1,"54,502","48,794","60,210",.,.,.,.,.,.
29,121,MO,Macon County,"1,786","1,341","2,231",12.0,9.0,15.0,564,369,759,16.6,10.9,22.3,405,248,562,15.9,9.8,22.0,"60,822","54,608","67,036",.,.,.,.,.,.
29,123,MO,Madison County,"1,874","1,429","2,319",15.1,11.5,18.7,531,354,708,19.5,13.0,26.0,365,225,505,17.7,10.9,24.5,"52,177","48,467","55,887",.,.,.,.,.,.
29,125,MO,Maries County,965,720,"1,210",11.5,8.6,14.4,270,179,361,15.6,10.3,20.9,194,119,269,15.5,9.5,21.5,"61,970","54,924","69,016",.,.,.,.,.,.
29,127,MO,Marion County,"3,852","3,182","4,522",14.1,11.6,16.6,931,626,"1,236",14.6,9.8,19.4,654,409,899,13.9,8.7,19.1,"59,490","54,339","64,641",.,.,.,.,.,.
29,129,MO,Mercer County,464,348,580,13.7,10.3,17.1,178,116,240,20.3,13.2,27.4,132,80,184,21.8,13.2,30.4,"56,564","49,943","63,185",.,.,.,.,.,.
29,131,MO,Miller County,"3,316","2,576","4,056",13.1,10.2,16.0,969,652,"1,286",16.5,11.1,21.9,644,381,907,14.8,8.8,20.8,"64,343","59,515","69,171",.,.,.,.,.,.
29,133,MO,Mississippi County,"2,261","1,701","2,821",21.0,15.8,26.2,726,473,979,27.8,18.1,37.5,533,320,746,28.7,17.2,40.2,"44,755","40,069","49,441",.,.,.,.,.,.
29,135,MO,Moniteau County,"1,643","1,304","1,982",11.2,8.9,13.5,560,407,713,14.7,10.7,18.7,427,304,550,15.3,10.9,19.7,"69,870","62,325","77,415",.,.,.,.,.,.
29,137,MO,Monroe County,"1,081",821,"1,341",12.4,9.4,15.4,325,214,436,17.1,11.3,22.9,239,147,331,17.3,10.7,23.9,"63,949","57,045","70,853",.,.,.,.,.,.
29,139,MO,Montgomery County,"1,373","1,076","1,670",12.2,9.6,14.8,380,252,508,15.7,10.4,21.0,262,158,366,14.6,8.8,20.4,"67,180","61,870","72,490",.,.,.,.,.,.
29,141,MO,Morgan County,"3,610","2,913","4,307",16.4,13.2,19.6,"1,052",727,"1,377",21.1,14.6,27.6,746,478,"1,014",20.4,13.1,27.7,"56,159","50,170","62,148",.,.,.,.,.,.
29,143,MO,New Madrid County,"2,835","2,212","3,458",19.1,14.9,23.3,957,686,"1,228",27.4,19.6,35.2,656,434,878,25.1,16.6,33.6,"53,120","47,594","58,646",.,.,.,.,.,.
29,145,MO,Newton County,"7,461","5,967","8,955",12.4,9.9,14.9,"2,335","1,697","2,973",16.3,11.8,20.8,"1,739","1,241","2,237",16.3,11.6,21.0,"66,231","61,383","71,079",.,.,.,.,.,.
29,147,MO,Nodaway County,"2,806","2,279","3,333",15.0,12.2,17.8,363,240,486,10.7,7.1,14.3,239,139,339,9.8,5.7,13.9,"63,242","56,811","69,673",.,.,.,.,.,.
29,149,MO,Oregon County,"1,718","1,334","2,102",20.1,15.6,24.6,513,335,691,26.2,17.1,35.3,382,236,528,26.7,16.5,36.9,"44,812","39,848","49,776",.,.,.,.,.,.
29,151,MO,Osage County,"1,022",782,"1,262",7.7,5.9,9.5,258,166,350,8.6,5.5,11.7,180,105,255,8.2,4.8,11.6,"79,468","70,829","88,107",.,.,.,.,.,.
29,153,MO,Ozark County,"1,746","1,329","2,163",19.4,14.8,24.0,523,351,695,30.7,20.6,40.8,375,232,518,28.6,17.7,39.5,"48,903","43,293","54,513",.,.,.,.,.,.
29,155,MO,Pemiscot County,"3,349","2,509","4,189",23.7,17.8,29.6,"1,325",860,"1,790",35.7,23.2,48.2,929,550,"1,308",33.6,19.9,47.3,"43,377","38,666","48,088",.,.,.,.,.,.
29,157,MO,Perry County,"2,161","1,761","2,561",11.5,9.4,13.6,572,430,714,14.1,10.6,17.6,381,256,506,12.8,8.6,17.0,"69,940","62,107","77,773",.,.,.,.,.,.
29,159,MO,Pettis County,"6,730","5,638","7,822",15.7,13.1,18.3,"2,233","1,685","2,781",21.3,16.1,26.5,"1,698","1,278","2,118",22.2,16.7,27.7,"60,038","54,313","65,763",.,.,.,.,.,.
29,161,MO,Phelps County,"7,313","6,149","8,477",17.1,14.4,19.8,"1,518","1,016","2,020",16.4,11.0,21.8,"1,020",621,"1,419",14.5,8.8,20.2,"58,629","52,907","64,351",.,.,.,.,.,.
29,163,MO,Pike County,"2,598","2,028","3,168",15.9,12.4,19.4,833,606,"1,060",21.1,15.3,26.9,631,447,815,21.5,15.2,27.8,"60,541","54,127","66,955",.,.,.,.,.,.
29,165,MO,Platte County,"6,128","4,886","7,370",5.5,4.4,6.6,"1,598","1,104","2,092",6.4,4.4,8.4,"1,054",655,"1,453",5.6,3.5,7.7,"92,305","85,786","98,824",.,.,.,.,.,.
29,167,MO,Polk County,"4,857","3,964","5,750",15.2,12.4,18.0,"1,321",928,"1,714",18.1,12.7,23.5,941,634,"1,248",17.5,11.8,23.2,"60,993","55,839","66,147",.,.,.,.,.,.
29,169,MO,Pulaski County,"6,378","5,181","7,575",14.7,11.9,17.5,"1,827","1,378","2,276",16.1,12.2,20.0,"1,206",817,"1,595",15.0,10.2,19.8,"59,368","54,976","63,760",.,.,.,.,.,.
29,171,MO,Putnam County,615,455,775,13.8,10.2,17.4,200,128,272,19.0,12.2,25.8,143,84,202,18.8,11.1,26.5,"56,997","50,628","63,366",.,.,.,.,.,.
29,173,MO,Ralls County,879,647,"1,111",8.5,6.3,10.7,240,156,324,11.4,7.4,15.4,169,102,236,10.6,6.4,14.8,"80,041","73,649","86,433",.,.,.,.,.,.
29,175,MO,Randolph County,"2,875","2,192","3,558",12.8,9.8,15.8,883,595,"1,171",16.9,11.4,22.4,632,395,869,16.8,10.5,23.1,"61,452","54,563","68,341",.,.,.,.,.,.
29,177,MO,Ray County,"2,057","1,586","2,528",9.0,6.9,11.1,581,384,778,11.2,7.4,15.0,415,254,576,10.7,6.6,14.8,"76,920","69,068","84,772",.,.,.,.,.,.
29,179,MO,Reynolds County,"1,069",832,"1,306",18.6,14.5,22.7,267,175,359,25.4,16.7,34.1,188,114,262,24.5,14.8,34.2,"49,206","43,694","54,718",.,.,.,.,.,.
29,181,MO,Ripley County,"2,331","1,867","2,795",21.9,17.5,26.3,841,621,"1,061",33.0,24.4,41.6,612,430,794,32.3,22.7,41.9,"44,357","39,089","49,625",.,.,.,.,.,.
29,183,MO,St. Charles County,"26,328","22,635","30,021",6.3,5.4,7.2,"5,638","4,392","6,884",6.2,4.8,7.6,"4,307","3,363","5,251",6.2,4.8,7.6,"103,890","101,466","106,314",.,.,.,.,.,.
29,185,MO,St. Clair County,"1,542","1,150","1,934",16.0,11.9,20.1,512,332,692,24.9,16.2,33.6,356,207,505,23.8,13.9,33.7,"58,334","53,415","63,253",.,.,.,.,.,.
29,186,MO,Ste. Genevieve County,"1,743","1,350","2,136",9.8,7.6,12.0,416,271,561,10.9,7.1,14.7,293,178,408,10.2,6.2,14.2,"78,977","72,489","85,465",.,.,.,.,.,.
29,187,MO,St. Francois County,"8,936","7,321","10,551",14.6,12.0,17.2,"2,145","1,454","2,836",15.9,10.8,21.0,"1,514",949,"2,079",15.0,9.4,20.6,"58,563","52,531","64,595",.,.,.,.,.,.
29,189,MO,St. Louis County,"94,953","84,604","105,302",9.8,8.7,10.9,"27,675","23,382","31,968",13.1,11.1,15.1,"19,854","16,521","23,187",12.5,10.4,14.6,"84,109","81,385","86,833",.,.,.,.,.,.
29,195,MO,Saline County,"3,274","2,621","3,927",15.5,12.4,18.6,863,594,"1,132",17.7,12.2,23.2,651,437,865,18.2,12.2,24.2,"60,641","53,962","67,320",.,.,.,.,.,.
29,197,MO,Schuyler County,588,438,738,14.7,10.9,18.5,255,168,342,24.0,15.8,32.2,189,116,262,24.2,14.8,33.6,"70,835","65,830","75,840",.,.,.,.,.,.
29,199,MO,Scotland County,627,476,778,13.6,10.3,16.9,260,173,347,19.1,12.7,25.5,186,114,258,19.5,12.0,27.0,"60,091","53,097","67,085",.,.,.,.,.,.
29,201,MO,Scott County,"5,027","3,932","6,122",13.5,10.6,16.4,"1,560","1,001","2,119",17.5,11.2,23.8,"1,019",570,"1,468",15.6,8.7,22.5,"60,671","56,435","64,907",.,.,.,.,.,.
29,203,MO,Shannon County,"1,529","1,177","1,881",21.3,16.4,26.2,518,351,685,30.9,21.0,40.8,377,237,517,30.8,19.4,42.2,"45,440","40,378","50,502",.,.,.,.,.,.
29,205,MO,Shelby County,892,702,"1,082",15.6,12.3,18.9,249,170,328,18.4,12.6,24.2,160,95,225,15.7,9.4,22.0,"55,114","48,983","61,245",.,.,.,.,.,.
29,207,MO,Stoddard County,"4,139","3,260","5,018",14.8,11.7,17.9,"1,150",784,"1,516",18.7,12.7,24.7,783,503,"1,063",17.9,11.5,24.3,"55,245","50,045","60,445",.,.,.,.,.,.
29,209,MO,Stone County,"4,545","3,741","5,349",14.1,11.6,16.6,"1,209",908,"1,510",22.9,17.2,28.6,878,631,"1,125",22.5,16.2,28.8,"64,377","58,654","70,100",.,.,.,.,.,.
29,211,MO,Sullivan County,714,513,915,12.7,9.1,16.3,198,126,270,16.4,10.5,22.3,150,92,208,17.1,10.5,23.7,"54,486","48,743","60,229",.,.,.,.,.,.
29,213,MO,Taney County,"7,386","6,064","8,708",13.6,11.2,16.0,"2,267","1,637","2,897",19.8,14.3,25.3,"1,630","1,134","2,126",19.0,13.2,24.8,"57,978","52,788","63,168",.,.,.,.,.,.
29,215,MO,Texas County,"4,601","3,713","5,489",19.3,15.6,23.0,"1,284",896,"1,672",23.8,16.6,31.0,938,630,"1,246",23.2,15.6,30.8,"49,849","44,964","54,734",.,.,.,.,.,.
29,217,MO,Vernon County,"2,847","2,170","3,524",14.9,11.3,18.5,947,631,"1,263",20.7,13.8,27.6,659,408,910,19.6,12.1,27.1,"56,007","49,709","62,305",.,.,.,.,.,.
29,219,MO,Warren County,"3,064","2,363","3,765",8.0,6.2,9.8,837,554,"1,120",9.8,6.5,13.1,582,352,812,9.3,5.6,13.0,"85,698","77,805","93,591",.,.,.,.,.,.
29,221,MO,Washington County,"4,049","3,258","4,840",18.0,14.5,21.5,"1,269",917,"1,621",24.4,17.6,31.2,828,518,"1,138",21.5,13.5,29.5,"54,645","49,438","59,852",.,.,.,.,.,.
29,223,MO,Wayne County,"2,088","1,587","2,589",19.6,14.9,24.3,613,411,815,28.7,19.2,38.2,445,275,615,28.5,17.6,39.4,"51,716","47,180","56,252",.,.,.,.,.,.
29,225,MO,Webster County,"6,190","4,991","7,389",15.0,12.1,17.9,"2,679","1,968","3,390",23.5,17.3,29.7,"1,896","1,299","2,493",22.7,15.5,29.9,"65,325","61,118","69,532",.,.,.,.,.,.
29,227,MO,Worth County,272,207,337,14.8,11.3,18.3,81,54,108,21.8,14.4,29.2,58,36,80,22.0,13.6,30.4,"65,490","60,350","70,630",.,.,.,.,.,.
29,229,MO,Wright County,"3,653","2,921","4,385",19.0,15.2,22.8,"1,153",781,"1,525",23.3,15.8,30.8,802,499,"1,105",21.8,13.6,30.0,"50,836","45,438","56,234",.,.,.,.,.,.
29,510,MO,St. Louis city,"59,239","53,589","64,889",21.8,19.7,23.9,"15,856","12,832","18,880",32.4,26.2,38.6,"10,928","8,275","13,581",32.0,24.2,39.8,"53,962","50,258","57,666",.,.,.,.,.,.
30,000,MT,Montana,"116,104","110,419","121,789",10.4,9.9,10.9,"26,628","24,048","29,208",11.7,10.6,12.8,"18,633","16,265","21,001",10.9,9.5,12.3,"75,520","73,980","77,060","6,920","5,998","7,842",12.5,10.8,14.2
30,001,MT,Beaverhead County,"1,151",848,"1,454",12.0,8.9,15.1,205,116,294,12.9,7.3,18.5,144,72,216,12.2,6.1,18.3,"65,999","58,939","73,059",.,.,.,.,.,.
30,003,MT,Big Horn County,"2,787","2,102","3,472",22.2,16.7,27.7,"1,062",689,"1,435",27.4,17.8,37.0,732,435,"1,029",24.8,14.7,34.9,"59,112","55,730","62,494",.,.,.,.,.,.
30,005,MT,Blaine County,"1,234",910,"1,558",18.1,13.3,22.9,405,241,569,21.5,12.8,30.2,279,150,408,19.4,10.4,28.4,"54,676","48,736","60,616",.,.,.,.,.,.
30,007,MT,Broadwater County,682,522,842,8.3,6.4,10.2,144,89,199,8.8,5.5,12.1,99,53,145,8.4,4.5,12.3,"91,182","83,122","99,242",.,.,.,.,.,.
30,009,MT,Carbon County,"1,070",788,"1,352",9.4,6.9,11.9,187,109,265,9.7,5.6,13.8,135,70,200,9.2,4.8,13.6,"82,545","75,166","89,924",.,.,.,.,.,.
30,011,MT,Carter County,179,133,225,13.0,9.7,16.3,40,24,56,13.6,8.1,19.1,31,17,45,13.9,7.6,20.2,"63,694","56,735","70,653",.,.,.,.,.,.
30,013,MT,Cascade County,"9,488","7,659","11,317",11.6,9.4,13.8,"2,346","1,560","3,132",13.1,8.7,17.5,"1,614",995,"2,233",12.1,7.5,16.7,"63,905","58,787","69,023",.,.,.,.,.,.
30,015,MT,Chouteau County,801,581,"1,021",13.8,10.0,17.6,210,122,298,18.4,10.7,26.1,157,85,229,17.6,9.5,25.7,"62,944","56,403","69,485",.,.,.,.,.,.
30,017,MT,Custer County,"1,290",972,"1,608",11.2,8.4,14.0,271,162,380,11.9,7.1,16.7,191,103,279,11.4,6.2,16.6,"68,101","61,292","74,910",.,.,.,.,.,.
30,019,MT,Daniels County,183,134,232,11.4,8.4,14.4,42,25,59,13.0,7.7,18.3,31,17,45,11.5,6.2,16.8,"60,107","52,817","67,397",.,.,.,.,.,.
30,021,MT,Dawson County,990,743,"1,237",12.0,9.0,15.0,215,133,297,12.0,7.4,16.6,154,88,220,11.1,6.3,15.9,"67,029","59,216","74,842",.,.,.,.,.,.
30,023,MT,Deer Lodge County,"1,157",842,"1,472",12.2,8.9,15.5,135,80,190,12.3,7.3,17.3,97,52,142,12.8,6.8,18.8,"63,310","57,162","69,458",.,.,.,.,.,.
30,025,MT,Fallon County,270,197,343,9.3,6.8,11.8,72,43,101,9.8,5.9,13.7,52,28,76,9.4,5.0,13.8,"76,163","68,369","83,957",.,.,.,.,.,.
30,027,MT,Fergus County,"1,419","1,077","1,761",12.3,9.3,15.3,344,215,473,14.4,9.0,19.8,251,146,356,14.4,8.4,20.4,"63,752","57,467","70,037",.,.,.,.,.,.
30,029,MT,Flathead County,"9,741","7,878","11,604",8.6,7.0,10.2,"2,023","1,252","2,794",8.4,5.2,11.6,"1,438",775,"2,101",8.0,4.3,11.7,"76,444","71,382","81,506",.,.,.,.,.,.
30,031,MT,Gallatin County,"8,720","6,981","10,459",7.1,5.7,8.5,"1,246",767,"1,725",5.5,3.4,7.6,852,486,"1,218",5.0,2.9,7.1,"100,953","93,786","108,120",.,.,.,.,.,.
30,033,MT,Garfield County,174,128,220,15.0,11.1,18.9,59,35,83,20.8,12.4,29.2,43,23,63,22.2,12.0,32.4,"56,274","49,843","62,705",.,.,.,.,.,.
30,035,MT,Glacier County,"3,434","2,836","4,032",25.9,21.4,30.4,"1,102",779,"1,425",29.1,20.6,37.6,758,485,"1,031",26.6,17.0,36.2,"54,492","48,253","60,731",.,.,.,.,.,.
30,037,MT,Golden Valley County,169,130,208,20.2,15.5,24.9,46,27,65,33.3,19.6,47.0,36,19,53,46.2,24.7,67.7,"49,939","44,462","55,416",.,.,.,.,.,.
30,039,MT,Granite County,435,330,540,12.2,9.3,15.1,84,50,118,15.8,9.5,22.1,60,33,87,14.9,8.1,21.7,"66,105","58,576","73,634",.,.,.,.,.,.
30,041,MT,Hill County,"2,310","1,767","2,853",14.8,11.3,18.3,716,428,"1,004",16.7,10.0,23.4,501,272,730,15.8,8.6,23.0,"63,163","57,648","68,678",.,.,.,.,.,.
30,043,MT,Jefferson County,964,712,"1,216",7.4,5.5,9.3,197,118,276,7.7,4.6,10.8,141,76,206,7.1,3.8,10.4,"95,295","85,766","104,824",.,.,.,.,.,.
30,045,MT,Judith Basin County,260,186,334,12.3,8.8,15.8,74,44,104,19.0,11.3,26.7,53,28,78,18.6,9.9,27.3,"63,014","56,015","70,013",.,.,.,.,.,.
30,047,MT,Lake County,"4,924","4,030","5,818",14.9,12.2,17.6,"1,235",886,"1,584",18.1,13.0,23.2,892,618,"1,166",17.0,11.8,22.2,"61,452","55,845","67,059",.,.,.,.,.,.
30,049,MT,Lewis and Clark County,"5,599","4,227","6,971",7.6,5.7,9.5,"1,201",716,"1,686",7.9,4.7,11.1,825,445,"1,205",7.1,3.8,10.4,"85,284","78,576","91,992",.,.,.,.,.,.
30,051,MT,Liberty County,273,205,341,14.6,11.0,18.2,95,57,133,25.1,15.0,35.2,68,37,99,27.0,14.5,39.5,"64,790","57,264","72,316",.,.,.,.,.,.
30,053,MT,Lincoln County,"3,311","2,536","4,086",15.1,11.6,18.6,805,490,"1,120",21.1,12.9,29.3,584,324,844,20.5,11.3,29.7,"55,573","49,174","61,972",.,.,.,.,.,.
30,055,MT,McCone County,230,168,292,13.6,10.0,17.2,52,31,73,15.3,9.2,21.4,37,20,54,14.7,8.0,21.4,"58,865","51,936","65,794",.,.,.,.,.,.
30,057,MT,Madison County,810,591,"1,029",8.4,6.1,10.7,138,83,193,9.2,5.5,12.9,97,52,142,9.0,4.9,13.1,"76,300","68,173","84,427",.,.,.,.,.,.
30,059,MT,Meagher County,305,229,381,15.2,11.4,19.0,54,33,75,16.7,10.1,23.3,37,20,54,16.9,9.0,24.8,"60,176","53,132","67,220",.,.,.,.,.,.
30,061,MT,Mineral County,650,478,822,12.6,9.3,15.9,167,101,233,18.3,11.1,25.5,122,67,177,17.7,9.7,25.7,"61,150","53,966","68,334",.,.,.,.,.,.
30,063,MT,Missoula County,"11,021","8,884","13,158",9.2,7.4,11.0,"1,790","1,110","2,470",8.5,5.3,11.7,"1,197",662,"1,732",7.6,4.2,11.0,"76,277","71,029","81,525",.,.,.,.,.,.
30,065,MT,Musselshell County,786,587,985,14.5,10.8,18.2,218,129,307,20.6,12.2,29.0,162,86,238,20.6,11.0,30.2,"58,416","51,598","65,234",.,.,.,.,.,.
30,067,MT,Park County,"1,653","1,246","2,060",9.2,6.9,11.5,291,176,406,9.8,5.9,13.7,205,113,297,9.4,5.2,13.6,"73,761","67,017","80,505",.,.,.,.,.,.
