Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source
5/7/25,Geely,Volvo Cars,South Carolina Car Factory,Update,Ridgeville,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2025,No Evidence,,-63,SC01,No Evidence,$0,None,https://www.reuters.com/business/world-at-work/volvo-cars-cut-5-workforce-south-carolina-plant-us-2025-05-07/
5/5/25,Magna International,Magna International,Waymo Driver Integration Plant,Update,Mesa,AZ,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2026,No Evidence,,,AZ05,No Evidence,$0,None,https://waymo.com/blog/2025/05/scaling-our-fleet-through-us-manufacturing
5/5/25,Rivian,Rivian,Normal Supplier Park,Original,,IL,Parts,Other Electrification Components,Under Construction,2026,No Evidence,"$119,600,000",93,,No Evidence,$0,None,https://gov.illinois.gov/news/press-release.31247.html
5/1/25,Lion Electric,Lion Electric,Joliet Facility,Update,Channahon,IL,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2025,No Evidence,"($70,000,000)","-1,389",IL01,No Evidence,$0,None,https://financialpost.com/commodities/energy/electric-vehicles/quebec-rescue-bankrupt-lion-electric
4/29/25,American Battery Technology Company,American Battery Technology Company,Tonopah Flats Lithium Project,Update,Millers,NV,Minerals,Lithium Hydroxide,Planned,,No Evidence,"$392,255,169",,,No Evidence,,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.globenewswire.com/news-release/2025/04/29/3070357/0/en/American-Battery-Technology-Company-Receives-Letter-of-Interest-from-US-EXIM-Bank-for-900-Million-Financing-for-Tonopah-Flats-Lithium-Project.html
4/23/25,Graphite One,Graphite One,Graphite One Secondary Treatment Plant,Expansion 1,Warren,OH,Minerals,Anode Materials,Planned,2031,No Evidence,"$3,485,000,000",,OH14,No Evidence,,None,https://www.wfmj.com/story/52777438/report-reveals-size-of-proposed-billion-dollar-graphite-plant-in-weathersfield
4/23/25,TCCI Manufacturing,TCCI,Decatur Clean Energy Innovation Hub,Original,Decatur,IL,Parts,Other Electrification Components,Operational,2025,No Evidence,,,IL13,No Evidence,$0,None,https://www.illinois.gov/news/press-release.31186.html
4/17/25,SungEel HiTech Co,SungEel HiTech Co,SungEel Recycling Park,Update,Toccoa,GA,Battery Recycling,Recycling,Canceled,2025,No Evidence,"($37,000,000)",-104,,No Evidence,$0,None,https://921wlhr.com/sungeel-pulls-plans-for-plant-in-stephens-county/
4/16/25,Orbia,Orbia Fluor & Energy Materials,Wisconsin Electrolyte Facility,Original,Madison,WI,Batteries,Electrolytes and Electrolyte Inputs,Operational,2025,No Evidence,"$4,200,000",,WI02,,,,https://www.orbia.com/this-is-orbia/news-and-stories/US-Wisconsin-Senator-Tammy-Baldw-Inaugurates-Orbia-Fluor-Energy-Materials-Custom-Electrolyte-Facility/
4/14/25,LG Corporation,LG Energy Solution,LGES Lansing,Update,Lansing,MI,Batteries,Cells,Under Construction,2025,Good Evidence,,-340,MI07,No Evidence,,Loan Programs Office (LPO),https://www.automotivedive.com/news/lg-energy-solution-to-gain-corporate-incentive-michigan-state-battery-facility/745208/
4/11/25,EVelution Energy,EVelution Energy,Cobalt Processing Facility,Update,Tacna,AZ,Minerals,Cobalt,Planned,2026,No Evidence,,40,,No Evidence,$0,None,https://www.azcentral.com/story/news/local/arizona-environment/2025/04/11/evelution-energy-cobalt-processing-plant-coming-to-yuma/83028563007/
4/1/25,Tesla,Tesla,Gigafactory 2,Update,Buffalo,NY,EV Charging,Charging Units,Operational,2025,No Evidence,,200,NY26,No Evidence,$0,None,https://www.northcountrypublicradio.org/news/story/51510/20250401/musk-critics-push-ny-to-close-buffalo-factory-instead-of-working-with-tesla
3/30/25,Stellantis,Stellantis,Belvidere Assembly Plant,Update,Belvidere,IL,Light-Duty (Class 1-2),Vehicle Assembly,Under Construction,2027,Good Evidence,"($1,500,000,000)","-1,500",IL16,No Evidence,,Domestic Manufacturing Conversion Grant Program,https://www.detroitnews.com/story/business/autos/chrysler/2025/03/30/stellantis-belvidere-plant-reopening-amid-trump-tariffs-uaw-pressure/82669940007
3/30/25,Stellantis,Stellantis,Belvidere Battery Plant,Update,Belvidere,IL,Batteries,Packs,Canceled,2025,No Evidence,"($3,200,000,000)","-1,300",IL16,No Evidence,,None,https://www.detroitnews.com/story/business/autos/chrysler/2025/03/30/stellantis-belvidere-plant-reopening-amid-trump-tariffs-uaw-pressure/82669940007
3/13/25,NOVONIX,NOVONIX,Enterprise South,Update,Chattanooga,TN,Minerals,Graphite,Planned,2025,No Evidence,,50,TN03,No Evidence,,Loan Programs Office (LPO),https://www.novonixgroup.com/nvx-receives-approval-for-purchase-of-enterprise-south-land/
3/11/25,Volvo Group,Volvo Trucks,Powered 1 Facility,Update,Greer,SC,Batteries,Cells; Modules; Packs,Operational,2025,No Evidence,,-90,SC04,No Evidence,$0,None,https://www.goupstate.com/story/news/2025/03/11/about-90-workers-laid-off-by-greer-sc-vehicle-battery-maker-proterra/82281538007/
3/6/25,LG Corporation,LG Energy Solution,LG Energy Solution Arizona,Update,Queen Creek,AZ,Batteries,Cells,Under Construction,2026,No Evidence,,,AZ05,No Evidence,$0,None,https://www.electrive.com/2025/03/06/lges-aims-to-start-us-production-of-46-mm-round-cells-in-spring-2026/
3/5/25,Siemens,Siemens eMobility,Pomona eMobility Hub,Update,Pomona,CA,EV Charging,Charging Units,Operational,2025,Good Evidence,,23,CA35,No Evidence,$0,None,https://www.siemens.com/us/en/company/press/press-releases/smart-infrastructure/siemens-invests-95m-expand-pomona-facility.html
2/19/25,BorgWarner,BorgWarner,Gigafactory 2,Update,Hazel Park,MI,Batteries,Modules,Canceled,2025,No Evidence,"($50,600,000)",-318,MI11,No Evidence,$0,None,https://www.mlive.com/news/2025/02/ev-battery-company-to-close-two-michigan-plants-lay-off-188-workers.html
2/19/25,Nikola Motors,Nikola Motors,Coolidge Multi-Product Factory 4.0,Update,Coolidge,AZ,Heavy-Duty (Class 7-8),Vehicle Assembly,Canceled,2025,No Evidence,"($600,000,000)","-1,800",AZ02,No Evidence,$0,None,https://www.bloomberg.com/news/articles/2025-02-19/nikola-goes-bankrupt-punctuating-ev-maker-s-wild-ride?cmpid=BBD021925_hyperdrive&utm_medium=email&utm_source=newsletter&utm_term=250219&utm_campaign=hyperdrive
2/17/25,Isuzu Motors,Isuzu Motors,Isuzu Greenville,Original,,SC,Medium-Duty (Class 3-6),Vehicle Assembly,Under Construction,2027,No Evidence,,,,No Evidence,,None,https://upstatebusinessjournal.com/manufacturing/isuzu-announces-280m-investment-to-establish-production-base-in-greenville/
2/13/25,Aspen Aerogels,Aspen Aerogels,Aspen Aerogels Georgia,Update,Statesboro,GA,Batteries,Battery Pack Components,Canceled,2025,No Evidence,"($1,000,000,000)",-255,GA12,No Evidence,"($670,600,000)",Loan Programs Office (LPO),https://www.ajc.com/news/business/ev-supplier-halts-construction-on-coastal-georgia-factory/DLF25DTK4ZGUDHUEBINV4CUWFU/
2/5/25,AESC,AESC,Florence Gigafactory - Factory 2,Update,,SC,Batteries,Cells,Canceled,2025,No Evidence,"($1,500,000,000)","-1,080",,No Evidence,$0,None,https://baynews9.com/fl/tampa/news/2025/02/05/south-carolina-news-aesc-loses-incentives
2/2/25,Honda Motor Company,Honda,Anna Engine Plant,Expansion 1,Anna,OH,Batteries,Battery Enclosures,Under Construction,2025,No Evidence,"$100,000,000",,OH04,No Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html
2/2/25,Honda Motor Company,Honda,East Liberty Auto Plant,Expansion 1,East Liberty,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$100,000,000",,OH04,Good Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html
2/2/25,Honda Motor Company,Honda,Marysville Auto Plant,Expansion 1,Marysville,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$100,000,000",,OH04,Good Evidence,$0,None,https://www.cnbc.com/2025/02/02/hondas-new-ev-production-revolution-begins-with-1-billion-in-ohio.html
2/1/25,KORE Power,KORE Power,KOREPlex Facility,Update,Buckeye,AZ,Batteries,Cells,Canceled,2025,No Evidence,"($625,000,000)",-625,,No Evidence,$0,Loan Programs Office (LPO),https://www.azcentral.com/story/news/local/southwest-valley/2025/02/01/kore-power-walks-away-from-planned-battery-plant-in-buckeye/78109127007/
1/29/25,Octillion Power Systems,Octillion Power Systems,Nevada One,Update,Reno,NV,Batteries,Packs,Operational,2025,No Evidence,,23,NV02,No Evidence,$0,None,https://octillion.us/newsroom/octillion-power-systems-inaugurates-new-battery-factory-in-nevada
1/28/25,Magnis Energy Technologies,Imperium3NY,Huron Campus Gigafactory,Update,Endicott,NY,Batteries,Cells,Canceled,2025,No Evidence,"($670,000,000)","-1,375",NY19,No Evidence,$0,None,https://www.pressconnects.com/story/news/local/2025/01/28/endicott-new-york-im3ny-files-for-bankruptcy/77996357007/
1/28/25,Modine Manufacturing,Modine Manufacturing,Franklin Thermal Management Facility,Original,Franklin,WI,Parts,Power Electronics,Planned,2029,No Evidence,,200,WI01,No Evidence,$0,None,https://www.manufacturingdive.com/news/modine-manufacturing-to-open-franklin-wisconsin-plant/738379/
1/23/25,Stardust Power,Stardust Power,Oklahoma Lithium Refinery,Update,,OK,Minerals,Lithium,Under Construction,2025,No Evidence,"$200,000,000",,,No Evidence,$0,None,https://www.okcommerce.gov/commerce-celebrates-groundbreaking-of-1-2-billion-lithium-refinery-in-muskogee/
1/22/25,ZO Motors,ZM Trucks,ZM North America Manufacturing Plant,Original,Fontana,CA,Multiple Classes,Vehicle Assembly,Operational,2025,No Evidence,,200,CA35,No Evidence,$0,None,https://www.fontanaca.gov/CivicAlerts.aspx?AID=2811
1/17/25,Bayer AG,Lanxess AG,LANXESS Bushy Park,Original,Goose Creek,SC,Batteries,Electrolytes and Electrolyte Inputs,Planned,,No Evidence,"$562,048",,SC01,No Evidence,"$562,048",Qualifying Advanced Energy Project Credit (48C),https://www.energy.gov/articles/department-energy-shares-applicant-self-disclosed-projects-receiving-clean-energy
1/17/25,Canoo,Canoo,Canoo R and D Center,Update,Bentonville,AR,Medium-Duty (Class 3-6),Vehicle Assembly,Canceled,2025,No Evidence,,-545,AR03,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans."
1/17/25,Canoo,Canoo,EV Battery Module Manufacturing Facility,Update,Pryor,OK,Batteries,Modules,Canceled,2025,No Evidence,"($160,000,000)",-860,OK02,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans."
1/17/25,Canoo,Canoo,MegaMicro Factory,Update,Pryor,OK,Multiple Classes,Vehicle Assembly,Canceled,2025,No Evidence,"($400,000,000)","-2,000",,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans."
1/17/25,Canoo,Canoo,Oklahoma City Assembly Facility,Update,Oklahoma City,OK,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"($160,000,000)",-500,OK05,No Evidence,$0,None,"https://www.reuters.com/business/ev-startup-canoo-files-bankruptcy-cease-operations-2025-01-18/#:~:text=Jan%2017%20(Reuters)%20%2D%20Canoo,its%20microbus%2Dinspired%20cargo%20vans."
1/17/25,Envergia,Envergia,Envergia Detroit Gateway Battery Recycling Facility,Original,Detroit,MI,Battery Recycling,Recycling,Planned,,No Evidence,"$33,000,000",52,MI12,No Evidence,$0,None,https://envergia.com/news/envergia-announces-expansion-to-detroit-advancing-clean-energy-innovation-and-national-security/
1/17/25,Ioneer,Ioneer,Rhyolite Ridge Lithium-Boron Project,Update,Coyote Hole,NV,Minerals,Lithium,Planned,2028,No Evidence,"$105,500,000",,,No Evidence,"$498,000,000",Loan Programs Office (LPO),https://www.businesswire.com/news/home/20250117906869/en/Rhyolite-Ridge-Lithium-Boron-Project-Closes-Upsized-996-Million-Loan-From-U.S.-Department-of-Energy-to-Accelerate-Domestic-Critical-Mineral-Production
1/15/25,Epsilon Advanced Materials,Epsilon,Brunswick County Manufacturing Facility,Update,Riegelwood,NC,Minerals,Graphite,Planned,2027,No Evidence,,,NC07,No Evidence,"$115,000,000",Qualifying Advanced Energy Project Credit (48C),https://www.wilmingtonbiz.com/epsilon_secures_115m_in_tax_credits_to_support_brunswick_plant/2025/01/15/epsilon_secures_115m_in_tax_credits_to_support_brunswick_plant/26246
1/15/25,Nissan,Nissan,Canton Factory,Update,Canton,MS,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2028,No Evidence,,,MS02,No Evidence,$0,None,"https://onlinemadison.com/stories/nissan-ev-production-delayed-until-2028,126326"
1/2/25,Redwood Materials,Redwood Materials,South Carolina Battery Materials Campus,Update,Charleston,SC,Battery Recycling,Remanufacturing; Cathode Materials,Operational,2025,No Evidence,,,SC01,No Evidence,$0,None,https://www.manufacturingdive.com/news/redwood-materials-isuzu-north-americal-recycled-ev-batteries-materials/744118/
1/2/25,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #1,Update,Auburn Hills,MI,Batteries,Modules,Planned,2025,No Evidence,,-89,MI11,No Evidence,$0,None,https://www.crainsdetroit.com/manufacturing/ev-battery-maker-samsung-sdi-lay-179-oakland-county
1/2/25,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #2,Update,Auburn Hills,MI,Batteries,Modules,Planned,2025,No Evidence,,-89,MI11,No Evidence,$0,None,https://www.crainsdetroit.com/manufacturing/ev-battery-maker-samsung-sdi-lay-179-oakland-county
1/1/25,General Motors,General Motors,Factory ZERO Detroit-Hamtramck Assembly Center,Update,Detroit,MI,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2025,Good Evidence,,"2,300",MI13,No Evidence,$0,None,https://www.gm.com/company/facilities/factory-zero
12/31/24,Tesla,Tesla,Gigafactory 5,Update,Austin,TX,Multiple Classes,Vehicle Assembly,Operational,2024,No Evidence,"$3,897,000,000",,TX35,Good Evidence,$0,None,https://www.expressnews.com/business/article/tesla-eco-park-austin-factory-colorado-river-20267749.php
12/30/24,Redivivus,Redivivus,Illinois Lithium Battery Recycling Facility (JV),Original,,IL,Batteries,Recycling,Planned,,No Evidence,,,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/redivivus-and-re-new-able-partner-to-establish-illinois-first-lithium-ion-battery-recycling-facility-302340081.html
12/30/24,Re-New-Able Technologies,Re-New-Able Technologies,Illinois Lithium Battery Recycling Facility (JV),Original,,IL,Batteries,Recycling,Planned,,No Evidence,,,,No Evidence,$0,None,https://www.prnewswire.com/news-releases/redivivus-and-re-new-able-partner-to-establish-illinois-first-lithium-ion-battery-recycling-facility-302340081.html
12/17/24,ALUKO Group,ALUKO Group,ALUKO Battery Casings Plant,Original,Jackson,TN,Batteries,Battery Pack Components,Planned,,No Evidence,"$36,300,000",55,TN08,No Evidence,$0,None,https://tnecd.com/news/aluko-group-to-make-nearly-26-million-investment-in-madison-county/
12/17/24,NOVONIX,NOVONIX,Enterprise South,Original,Chattanooga,TN,Minerals,Graphite,Planned,2025,No Evidence,"$754,800,000",450,TN03,No Evidence,"$754,800,000",Loan Programs Office (LPO),https://ir.novonixgroup.com/news-releases/news-release-details/novonix-offered-conditional-commitment-us754-million-loan-us
12/16/24,Ford Motor Company,Ford,BlueOval Tennessee Truck Plant,Update,Stanton,TN,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2027,No Evidence,,,TN08,Good Evidence,"$107,500,000",Loan Programs Office (LPO),https://www.energy.gov/lpo/articles/doe-announces-963-billion-loan-blueoval-sk-further-expand-us-manufacturing-electric
12/16/24,Mersen,Mersen,Graftech Graphite Production Facility,Update,Columbia,TN,Minerals,Graphite,Operational,2025,Good Evidence,,-30,TN05,No Evidence,$0,None,https://www.globenewswire.com/news-release/2024/12/16/2997565/0/en/Tennessee-Workers-Demand-Accountability-from-Mersen-Call-on-Elected-Officials-to-Act-as-Company-Announces-Holiday-Layoffs-Despite-Record-Financial-Success.html
12/16/24,SK,SK On,BlueOval City Tennessee,Update,Stanton,TN,Batteries,Cells; Modules; Packs,Under Construction,2027,No Evidence,,,TN08,No Evidence,"$107,500,000",Loan Programs Office (LPO),https://www.energy.gov/lpo/articles/doe-announces-963-billion-loan-blueoval-sk-further-expand-us-manufacturing-electric
12/13/24,Benteler,Benteler,Benteler Stafford Avenue Plant,Update,Grand Rapids,MI,Batteries,Battery Pack Components,Under Construction,2026,No Evidence,,-20,MI03,No Evidence,$0,None,https://www.benteler.com/en/press-media/latest-news/benteler-strengthens-us-presence-with-new-e-mobility-plant/
12/10/24,Ascend Elements,Ascend Elements,Base 1,Update,Covington,GA,Battery Recycling,Recycling,Operational,2025,No Evidence,,,GA04,No Evidence,$0,None,https://ascendelements.com/covington-lithium-carbonate/
12/10/24,Ascend Elements,Ascend Elements,Hopkinsville Battery Recycling Plant (JV),Update,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2024,No Evidence,"($16,250,000)",-15,KY01,No Evidence,$0,None,https://www.canarymedia.com/articles/recycling-renewables/ev-battery-recycling-had-a-rough-2024?utm_campaign=canary&utm_medium=email&_hsenc=p2ANqtz-_by-KATMjbVB3aqThMy-ywPygLT7hCyabNlGlY4iFN9IuN5Nhadfuow_-uSY2ckOPRf3kKhYvS_gMuJdur03IPj1PuUTKFTLfRtNfrMpb6udcNnok&_hsmi=337808112&utm_source=newsletter
12/10/24,SK,SK Ecoplant,Hopkinsville Battery Recycling Plant (JV),Update,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2024,No Evidence,"($41,600,000)",-38,KY01,No Evidence,$0,None,https://www.canarymedia.com/articles/recycling-renewables/ev-battery-recycling-had-a-rough-2024?utm_campaign=canary&utm_medium=email&_hsenc=p2ANqtz-_by-KATMjbVB3aqThMy-ywPygLT7hCyabNlGlY4iFN9IuN5Nhadfuow_-uSY2ckOPRf3kKhYvS_gMuJdur03IPj1PuUTKFTLfRtNfrMpb6udcNnok&_hsmi=337808112&utm_source=newsletter
12/10/24,SK,TES,Hopkinsville Battery Recycling Plant (JV),Update,Hopkinsville,KY,Battery Recycling,Recycling,Canceled,2024,No Evidence,"($7,150,000)",-7,KY01,No Evidence,$0,None,https://www.canarymedia.com/articles/recycling-renewables/ev-battery-recycling-had-a-rough-2024?utm_campaign=canary&utm_medium=email&_hsenc=p2ANqtz-_by-KATMjbVB3aqThMy-ywPygLT7hCyabNlGlY4iFN9IuN5Nhadfuow_-uSY2ckOPRf3kKhYvS_gMuJdur03IPj1PuUTKFTLfRtNfrMpb6udcNnok&_hsmi=337808112&utm_source=newsletter
12/9/24,Nippon Denkai,Denkai,Kershaw County Manufacturing Facility,Update,Camden,SC,Minerals,Anode Materials,Canceled,2024,No Evidence,"($14,000,000)",-90,SC05,No Evidence,$0,None,https://www.pmg-sc.com/camden/article_cf6c0811-0866-52af-b176-dd5994c8cdfd.html
12/9/24,Nippon Denkai,Denkai,Richmond County Manufacturing Facility,Update,Augusta,GA,Minerals,Anode Materials,Canceled,2024,No Evidence,"($150,000,000)",-250,GA12,No Evidence,$0,None,https://www.pmg-sc.com/camden/article_cf6c0811-0866-52af-b176-dd5994c8cdfd.html
