"Electric.Power.Plant.Name","Operating.Utility.Name","City","State","Primary.Energy.Source","Maximum.Summer.Capacity..Megawatts.","Longitude","Latitude"
"Amazon","CVI CleanCapital Solar 4 LLC","Carteret","New Jersey","solar",4.2,-74.221389,40.566389
"North Jersey Media Group Solar Facility","CVI CleanCapital Solar 4 LLC","Rockaway Township","New Jersey","solar",4.1,-74.494722,40.924167
"Corning Pharmaceutical Glass","CVI CleanCapital Solar 4 LLC","Vineland","New Jersey","solar",2.3,-75.018611,39.496667
"Atlantic Coast Freezers Solar Facility","CVI CleanCapital Solar 4 LLC","Vineland","New Jersey","solar",2,-75.029038,39.519935
"Williams-Sonoma Solar Facility","CVI CleanCapital Solar 4 LLC","Jamesburg","New Jersey","solar",3,-74.455278,40.387778
"Quittacas Pond Solar","Consolidated Edison Solutions Inc.","Rochester","Massachusetts","solar",3.5,-70.913333,41.781944
"Majestic II Wind","NextEra Energy Majestic Wind","Panhandle","Texas","wind",79.6,-101.578572,35.386038
"Tissington Solar","MN8 Energy LLC","Vernon Township","New Jersey","solar",3,-74.491944,41.200278
"Atwell Island","SPS Atwell Island LLC","Alpaugh","California","solar",15.7,-119.510833,35.895
"Gridley Main","Altus Power America Management, LLC","Gridley","California","solar",1,-121.684167,39.373333
"Gridley Main Two","Altus Power America Management, LLC","Gridley","California","solar",2.5,-121.681667,39.373333
"Blue Summit Wind LLC","Blue Summit Wind LLC","Vernon","Texas","wind",135.4,-99.367734,34.292913
"White River Solar","Consolidated Edison Development Inc.","Alpaugh","California","solar",20,-119.4625,35.871389
"Corcoran Solar","Consolidated Edison Development Inc.","Corcoran","California","solar",20,-119.573333,36.138333
"Triton East and West Cogen","Triton College","River Grove","Illinois","natural gas",3.6,-87.845556,41.916944
"Oakley Solar Project","Oakley Solar Project LLC","Oakley","California","solar",1.5,-121.747778,38.001667
"Rochelle Energy Center","Frontier Operation Services","Rochelle","Illinois","biomass",4.8,-88.998611,41.924722
"Petra Nova Carbon Capture Cogen","Petra Nova Power I LLC","Thompsons","Texas","natural gas",74,-95.634167,29.475278
"Cold Canyon 1","Toro Energy of California SLO","San Luis Obispo","California","biomass",1.5,-120.599444,35.186667
"JBER Landfill Gas Power Plant","Doyon Utilities, LLC","Anchorage","Alaska","biomass",7,-149.61,61.286
"Bryan Solar Field","City of Bryan - (OH)","Bryan","Ohio","solar",1.8,-84.586111,41.476389
"Threemile Digester","TMF-RIG, LLC","Boardman","Oregon","natural gas",4.8,-119.901111,45.71
"Hyder II Hybrid","Arizona Public Service Co","Hyder","Arizona","solar",28,-113.3489,33.027
"Fargo Drop","Riverside Investments LLC","Wilder","Idaho","hydroelectric",1.1,-116.899722,43.625
"Northbridge Solar","Consolidated Edison Development Inc.","South Grafton","Massachusetts","solar",1.9,-71.645556,42.166389
"CU Solar Plant","CU Solar LLC","Cedarville","Ohio","solar",1.8,-83.816944,39.741944
"CES Sterling LLC","SunEdison LLC","Sterling","Massachusetts","solar",2,-71.722222,42.441944
"Solar Star 1","Solar Star California XIX, LLC","Rosamond","California","solar",309.9,-118.4036,34.8181
"Solar Star 2","Solar Star California XX, LLC","Rosamond","California","solar",275,-118.352778,34.848611
"Jordan Hydroelectric Project","Jordan Hydroelectric LTD PTP","Moncure","North Carolina","hydroelectric",4.4,-79.068333,35.654722
"IND Community Solar Farm 1st Phase","Terraform Arcadia","Indianapolis","Indiana","solar",10,-86.315525,39.695209
"Flint Creek Hydroelectric LLC","Hydrodynamics Inc","Philipsburg","Montana","hydroelectric",2,-113.294722,46.2275
"Alta Wind X","Alta Wind X, LLC","Mojave","California","wind",138,-118.2,35.06
"Alta Wind XI","Alta Wind XI, LLC","Mojave","California","wind",90,-118.39,35.065
"Ameresco Johnson Canyon","Ameresco Johnson Canyon LLC","Gonzales","California","biomass",1.4,-121.408611,36.534167
"Heber Solar","Axium US Solar Holdings LLC","Heber","California","solar",10,-115.540556,32.7125
"Synergy Biogas","CH4 Biogas LLC","Wyoming","New York","biomass",1.2,-78.055,42.828889
"Central Energy Facility","Clemson University - Main Campus","Clemson","South Carolina","natural gas",4.7,-82.840278,34.679444
"Volkswagen Solar System","SR Enterprise South, LLC","Chattanooga","Tennessee","solar",7.6,-85.126944,35.0975
"Solar Star New Jersey NJ LLC","Solar Star New Jersey VI LLC","Skillman","New Jersey","solar",1.5,-74.669697,40.401528
"Pantex","Pantex (NNSA)","Amarillo","Texas","wind",11.5,-101.5325,35.322778
"ESS Battery Microgrid","Kodiak Electric Assn Inc","Kodiak","Alaska","batteries",3,-152.404167,57.799167
"Luther College Wind Project","Luther College Wind Energy Project LLC","Decorah","Iowa","wind",1.6,-91.810833,43.326944
"Maryland Solar","Arevon Energy, Inc.","Hagerstown","Maryland","solar",20.9,-77.720278,39.563056
"Marshfield PV","Terraform Arcadia","Marshfield","Massachusetts","solar",3,-70.709444,42.111667
"Orange PV","Terraform Arcadia","Orange","Massachusetts","solar",2,-72.293889,42.585
"Maynard PV","Terraform Arcadia","Maynard","Massachusetts","solar",1,-71.435556,42.428333
"Copper Crossing Energy and Research Cent","Salt River Project","Florence","Arizona","natural gas",88,-111.483636,33.15512
"NLMU Wind","New London Municipal Utilities","New London","Iowa","wind",1.5,-91.394444,40.955
"Headwaters Wind Farm LLC","Headwaters Wind Farm LLC","Winchester","Indiana","wind",200,-85.013333,40.066667
"Lone Valley Solar Park I LLC","Lone Valley Solar Park I LLC","Lucerne Valley","California","solar",10,-116.865517,34.398059
"Victor Dry Farm Ranch A","AES Distributed Energy","Victorville","California","solar",5,-117.466667,34.501111
"Victor Dry Farm Ranch B","AES Distributed Energy","Victorville","California","solar",5,-117.471111,34.497778
"Hamilton Liberty","Hamilton Liberty O&M LLC","Towanda","Pennsylvania","natural gas",765,-76.39,41.7675
"CSU Northridge Plant","California State University, Northridge","Northridge","California","solar",0.4,-118.530556,34.243333
"Southbridge PV","Terraform Arcadia","Southbridge","Massachusetts","solar",3,-71.992868,42.047361
"Fire Island Wind","Fire Island Wind LLC","Anchorage","Alaska","wind",18,-150.243611,61.13
"Hamilton Patriot Generation Plant","Hamilton Operating Services, LLC","Montgomery","Pennsylvania","natural gas",765,-76.839167,41.180833
"Lansing BWL REO Town Plant","Lansing Board of Water and Light","Lansing","Michigan","natural gas",74.9,-84.551667,42.719722
"LSU Cogen","LSU and A&M College","Baton Rouge","Louisiana","natural gas",20.6,-91.181389,30.410556
"Sunshine Gas Producers","Sunshine Gas Producers LLC","Sylmar","California","biomass",20,-118.519188,34.335678
"Centinela Solar Energy","Arevon Energy, Inc.","Calexico","California","solar",170,-115.647778,32.686944
"West Tennessee Solar Farm","UT West Tennessee Solar Farm","Stanton","Tennessee","solar",4.2,-89.3875,35.408611
"Glass House Camarillo Cultivation","Glass House Camarillo Cultivation","Camarillo","California","natural gas",13.2,-119.083056,34.179722
"Red Lion Energy Center","Diamond State Generation Partners, LLC","New Castle","Delaware","natural gas",24.9,-75.62974,39.610083
"Red Rock Hydro Plant","Western Minnesota Mun Pwr Agny","Pella","Iowa","hydroelectric",55,-92.980833,41.369722
"Ameresco Vasco Road","Ameresco Vasco Road, LLC","Livermore","California","biomass",4.2,-121.728889,37.754444
"Ameresco San Joaquin","Ameresco San Joaquin, LLC","Linden","California","biomass",4.2,-120.929722,38.029722
"Ameresco Forward","Ameresco Forward, LLC","Manteca","California","biomass",4.2,-121.185104,37.883406
"Spearfish Hydro","City of Spearfish","Spearfish","South Dakota","hydroelectric",4,-103.854722,44.478333
"Collinwood BioEnergy Facility","Collinwood BioEnergy","Cleveland","Ohio","biomass",1,-81.589167,41.555556
"Swauk Wind LLC","Gamesa Wind US LLC","Thorp","Washington","wind",4.3,-120.753056,47.139167
"Martin Limestone Solar Array","Sunstream Energy LLC","New Holland","Pennsylvania","solar",1,-76.05934,40.10596
"Junction Hilltop Wind Farm","Junction Hilltop Management LLC","Dana","Iowa","wind",8,-94.269167,42.098889
"Arrache 4006","CD US Solar MT 2 LLC","Palmdale","California","solar",2,-118.051111,34.655
"Arrache 4013","CD US Solar MT 2 LLC","Palmdale","California","solar",1.5,-118.051944,34.650556
"Arrache 8083","CD US Solar MT 2 LLC","Palmdale","California","solar",4,-118.061111,34.647778
"Nunn","CD US Solar MT 2 LLC","Apple Valley","California","solar",1,-117.154444,34.509167
"Rutan","CD US Solar MT 2 LLC","Palmdale","California","solar",4,-118.163056,34.643889
"Vinam","CD US Solar MT 2 LLC","Lancaster","California","solar",1.5,-118.061389,34.668889
"Ma","CD US Solar MT 2 LLC","Lancaster","California","solar",1.5,-118.0625,34.695278
"Horn","CD US Solar MT 2 LLC","Lancaster","California","solar",1.5,-118.274167,34.708889
"Dixon Dairy Road Solar","Palmetto Power Management LLC","Kings Mountain","North Carolina","solar",4,-81.410833,35.199167
"Watts 3115","CD US Solar MT 2 LLC","Adelanto","California","solar",2,-117.642222,34.600833
"45 Mile Hydroelectric Project","EBD Hydro LLC","Culver","Oregon","hydroelectric",3,-121.152778,44.528056
"Cumberland Rose","Cumberland Rose Wind Energy, LLC","Orient","Iowa","wind",1.6,-94.434722,41.226944
"Fontanelle","Forward Fontanelle Power, LLC","Fontanelle","Iowa","wind",1.6,-94.57,41.338889
"Greenfield Wind","Greenfield Wind Power, LLC","Greenfield","Iowa","wind",1.6,-94.485,41.29
"Meadow Ridge","Meadow Ridge Wind Energy, LLC","Greenfield","Iowa","wind",1.6,-94.445833,41.39
"Sky Volt","Sky Volt, LLC","Greenfield","Iowa","wind",1.6,-94.485,41.29
"Wiota","Wiota Wind Energy, LLC #1","Wiota","Iowa","wind",1.6,-94.876389,41.391944
"McCoy Solar Energy Project Hybrid","McCoy Solar, LLC","Blythe","California","solar",500.6,-114.739722,33.694722
"Herbert Farm Solar","SMECO Solar LLC","Hughesville","Maryland","solar",5.5,-76.799444,38.545556
"Broadview Energy Prime LLC","Chopin Wind, LLC","Grady","New Mexico","wind",9.9,-103.325,34.746944
"Broadview Energy Prime 2 LLC","Chopin Wind, LLC","Grady","New Mexico","wind",9.9,-103.305,34.728056
"Campo Verde Solar","Southern Power Co","El Centro","California","solar",139,-115.726389,32.753333
"HNL Emergency Power Facility","Hawaiian Electric Co Inc","Honolulu","Hawaii","biomass",10,-157.919444,21.336389
"C-Drop Hydro","C-Drop","Klamath Falls","Oregon","hydroelectric",1.1,-121.685,42.165833
"Ector County Energy Center","Ector County Generation, LLC","Goldsmith","Texas","natural gas",300,-102.585556,32.069167
"Bruce A Henry Solar Farm","Delaware Electric Cooperative","Georgetown","Delaware","solar",3.9,-75.400542,38.663992
"Buffalo Dunes Wind Project","Buffalo Dunes Wind Project LLC","Satanta","Kansas","wind",249.8,-101.076111,37.620833
"Dart Container Corp","Dart Container Corp","Leola","Pennsylvania","biomass",9.2,-76.17603,40.086463
"Las Vegas WPCF Solar Plant","City of Las Vegas","Las Vegas","Nevada","solar",3.3,-115.035278,36.134444
"LEPA Unit No. 1","Louisiana Energy & Power Authority","Morgan City","Louisiana","natural gas",64,-91.192778,29.691111
"SEV NM Phase 2","Altus Power America Management, LLC","Roswell","New Mexico","solar",1.4,-104.506944,33.351111
"Plymouth Solar LLC","SunEnergy1","Plymouth","North Carolina","solar",5,-76.710556,35.875
"CSU Pueblo","Scale Sustainable I, LLC","Pueblo","Colorado","solar",1,-104.58,38.306111
"Azalea Solar, LLC","Onward Energy","Davisboro","Georgia","solar",7.7,-82.591667,32.980833
"Tinton Falls Solar Farm","Tinton Falls Solar","Tinton Falls","New Jersey","solar",16,-74.084167,40.263889
"MAS ASB Cogen Plant","Cube District Energy, LLC","Atlanta","Georgia","natural gas",6.6,-84.394444,33.655
"Upson Rocky Creek Solar Plant","Axium US Solar Holdings LLC","Thomaston","Georgia","solar",0.8,-84.343056,32.920833
"Picture Rocks Solar, LLC","MN8 Energy LLC","Marana","Arizona","solar",20,-111.242778,32.369722
"Granville Solar PV Power Project","Southern Power Co","Oxford","North Carolina","solar",2.5,-78.593889,36.411667
"Bryan Solar, LLC","MN8 Energy LLC","Presidio","Texas","solar",10,-104.3,29.6
"Apex Solar PV Power Project","Southern Power Co","North Las Vegas","Nevada","solar",20,-114.97,36.39
"Spectrum Solar PV Power Project","Southern Power Co","Las Vegas","Nevada","solar",30,-114.87,36.23
"Sandy Cross Solar, LLC","Oppidum Renewables USA, LLC","Elm City","North Carolina","solar",1.2,-77.954167,35.868333
"Ararat Rock Solar, LLC","Oppidum Renewables USA, LLC","Mount Airy","North Carolina","solar",3.5,-80.600556,36.461111
"Progress Solar 1, LLC","Oppidum Renewables USA, LLC","Bunn","North Carolina","solar",4,-78.250833,35.948056
"Progress Solar II, LLC","Oppidum Renewables USA, LLC","Fairmont","North Carolina","solar",3.5,-79.0975,34.476111
"Progress Solar III, LLC","Oppidum Renewables USA, LLC","Maxton","North Carolina","solar",3.5,-79.353889,34.714167
"Lincoln Solar","Ecos Energy LLC","Merrillville","Indiana","solar",1.5,-87.260278,41.462778
"L&S Sweetners","Energy Developments, Inc d/b/a EDL","Leola","Pennsylvania","biomass",3.2,-76.145556,40.090556
"RE Rosamond One LLC","MN8 Energy LLC","Rosamond","California","solar",20,-118.246944,34.9
"RE Rosamond Two LLC","MN8 Energy LLC","Rosamond","California","solar",20,-118.238333,34.900278
"RE Rio Grande Solar LLC","MN8 Energy LLC","Mojave","California","solar",5,-118.16451,35.00745
"RE Gillespie 1 LLC","MN8 Energy LLC","Gila Bend","Arizona","solar",15,-112.665833,33.026389
"RE Columbia 3 LLC","MN8 Energy LLC","Mojave","California","solar",10,-118.164167,35.024722
"Carty Generating Station","Portland General Electric Co","Boardman","Oregon","natural gas",416.3,-119.813056,45.698611
"Livingston Solar Farm","Rutgers, The State University of NJ","Piscataway","New Jersey","solar",1.2,-74.43,40.523611
"Livingston Solar Canopies","Rutgers, The State University of NJ","Piscataway","New Jersey","solar",6.4,-74.438333,40.5275
"Chuckawalla Solar","Altus Power America Management, LLC","Blythe","California","solar",4,-114.918056,33.568333
"Montefieor Medical Center Moses Division","Montefiore Medical Center Moses Division","Bronx","New York","natural gas",17,-73.880278,40.881389
"Bear Creek Solar","Ecos Energy LLC","Lodi","California","solar",1.5,-121.148889,38.136389
"Vintner Solar","Ecos Energy LLC","Templeton","California","solar",1.5,-120.68287,35.55795
"Kettleman Solar Project","Ecos Energy LLC","Lodi","California","solar",1,-121.14122,38.12139
"Delta Wind Farm","Alaska Environmental Power","Delta Junction","Alaska","wind",1.9,-145.596667,64.013889
"Cornerstone Power Vineland I LLC","Altus Power America Management, LLC","Vineland","New Jersey","solar",3.1,-75.043889,39.439722
"Ironwood Solar LLC","Altus Power America Management, LLC","Blythe","California","solar",4,-114.918056,33.565
"Desert Hot Springs Solar","Consolidated Edison Solutions Inc.","Desert Hot Springs","California","solar",2.2,-116.53,33.923056
"Chattanooga Metropolitan Airport Solar","Chattanooga Metropolitan Airport","Chattanooga","Tennessee","solar",1.9,-85.208617,35.024583
"Union HS at Casa Grande","Luminace Solar Holding, LLC","Casa Grande","Arizona","solar",1.6,-111.738611,32.936944
"Vista Grande HS at Casa Grande","Luminace Solar Holding, LLC","Casa Grande","Arizona","solar",1.4,-111.713056,32.891389
"Alethea I","Syncarpha Alethea I, LLC","Eastampton","New Jersey","solar",2.8,-74.735,40.000556
"Otero Solar","PNM Resources","La Luz","New Mexico","solar",8,-105.971111,32.976389
"Manzano Solar","PNM Resources","Los Lunas","New Mexico","solar",8.4,-106.654444,34.746667
"Madera Community Hospital","CleanCapital Holdings","Madera","California","solar",1,-120.046667,36.941111
"Stoltze CoGen1","F H Stoltze Land & Lumber Co","Columbia Falls","Montana","biomass",3,-114.2409,48.3877
"Neuse River Solar Farm","Scale Sustainable I, LLC","Raleigh","North Carolina","solar",1.1,-78.498889,35.714444
"City of Hayward WWTP","City of Hayward","Hayward","California","solar",2.7,-122.139717,37.633526
"Uwharrie Mountain Renewable","Uwharrie Mountain Renewable Energy, LLC","Mt. Gilead","North Carolina","biomass",9.6,-79.964939,35.332974
"Crown Cooling Facility","Five Crowns Inc","Brawley","California","solar",1,-115.5325,32.967222
"Garnet Solar Generation Station I LLC","Garnet Solar Generation Station I LLC","Palm Springs","California","solar",4,-116.5431,33.8906
"Progress Manis I","USF Surry, LLC","Laurinburg","North Carolina","solar",2,-79.447222,34.756389
"North Carolina Solar Bethea I","USF Surry, LLC","Laurinburg","North Carolina","solar",2,-79.525833,34.704722
"Don A Campbell 1 Geothermal","ORNI 47, LLC","Gabbs","Nevada","geothermal",13.3,-118.323889,38.836667
"Westford Solar Park","MN8 Energy LLC","Westford","Massachusetts","solar",4,-71.419444,42.636389
"Pickering Solar","Aqua America Inc","Phoenixville","Pennsylvania","solar",1.4,-75.488056,40.120556
